SID:010,1,AGVIL1,RW01L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0170,    ,+,00500,     ,08860, ,   ,    ,   ,TAN,ZG,D, , , , , ;
SID:020,1,AGVIL1,RW01L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,AGVIL1,RW01L,TAN,ZG,D, ,V   , ,   ,CF, ,TAN,ZG,D, ,      ,0000,0000,3590,0100, ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,1,AGVIL1,RW01L,LIPNO,ZG,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,AGVIL1,RW01L,SUMIB,ZG,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,AGVIL1,RW01L,AGVIL,ZG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,AGVIL1,RW01R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0170,    ,+,00500,     ,08860, ,   ,    ,   ,TAN,ZG,D, , , , , ;
SID:020,1,AGVIL1,RW01R, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,AGVIL1,RW01R,TAN,ZG,D, ,V   , ,   ,CF, ,TAN,ZG,D, ,      ,0000,0000,3590,0100, ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,1,AGVIL1,RW01R,LIPNO,ZG,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,AGVIL1,RW01R,SUMIB,ZG,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,AGVIL1,RW01R,AGVIL,ZG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,AGVIL1,RW02L, , , , ,    , ,   ,CD, ,IBB,ZG,D, ,      ,    ,    ,0170,0101, ,     ,     ,08860, ,   ,    ,   ,TAN,ZG,D, , , , , ;
SID:020,1,AGVIL1,RW02L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3470,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,AGVIL1,RW02L,TAN,ZG,D, ,V   , ,   ,CF, ,TAN,ZG,D, ,      ,0000,0000,3170,0080, ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,1,AGVIL1,RW02L,LIPNO,ZG,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,AGVIL1,RW02L,SUMIB,ZG,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,AGVIL1,RW02L,AGVIL,ZG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,AGVIL1,RW02R, , , , ,    , ,   ,CD, ,IDM,ZG,D, ,      ,    ,    ,0170,0105, ,     ,     ,08860, ,   ,    ,   ,TAN,ZG,D, , , , , ;
SID:020,1,AGVIL1,RW02R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3460,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,AGVIL1,RW02R,TAN,ZG,D, ,V   , ,   ,CF, ,TAN,ZG,D, ,      ,0000,0000,3160,0080, ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,1,AGVIL1,RW02R,LIPNO,ZG,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,AGVIL1,RW02R,SUMIB,ZG,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,AGVIL1,RW02R,AGVIL,ZG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,AGVIL1,RW03, , , , ,    , ,   ,CD, ,IYW,ZG,D, ,      ,    ,    ,0170,0106, ,     ,     ,08860, ,   ,    ,   ,TAN,ZG,D, , , , , ;
SID:020,1,AGVIL1,RW03, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3440,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,AGVIL1,RW03,TAN,ZG,D, ,V   , ,   ,CF, ,TAN,ZG,D, ,      ,0000,0000,3140,0090, ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,1,AGVIL1,RW03,LIPNO,ZG,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,AGVIL1,RW03,SUMIB,ZG,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,AGVIL1,RW03,AGVIL,ZG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,AGVIL1,RW19L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1970,    ,+,00500,     ,08860, ,   ,    ,   ,TAN,ZG,D, , , , , ;
SID:020,1,AGVIL1,RW19L,D194Q,ZG,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,1,AGVIL1,RW19L,TAN,ZG,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,AGVIL1,RW19L,SUMIB,ZG,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,AGVIL1,RW19L,AGVIL,ZG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,AGVIL1,RW19R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1970,    ,+,00500,     ,08860, ,   ,    ,   ,TAN,ZG,D, , , , , ;
SID:020,1,AGVIL1,RW19R,D194Q,ZG,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,1,AGVIL1,RW19R,TAN,ZG,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,AGVIL1,RW19R,SUMIB,ZG,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,AGVIL1,RW19R,AGVIL,ZG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,AGVIL1,RW20L, , , , ,    , ,   ,CD, ,IXL,ZG,D, ,      ,    ,    ,1970,0053, ,     ,     ,08860, ,   ,    ,   ,TAN,ZG,D, , , , , ;
SID:020,1,AGVIL1,RW20L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1410,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,AGVIL1,RW20L,D063E,ZG,P,C,E   , ,   ,CF, ,SHL,ZG,D, ,      ,2905,0205,1110,0080, ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,1,AGVIL1,RW20L,D063T,ZG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,AGVIL1,RW20L,D158M,ZG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08860,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,AGVIL1,RW20L,CON,ZG,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL108,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,1,AGVIL1,RW20L,SUMIB,ZG,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,1,AGVIL1,RW20L,AGVIL,ZG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,AGVIL1,RW20R, , , , ,    , ,   ,CD, ,IAA,ZG,D, ,      ,    ,    ,1970,0055, ,     ,     ,08860, ,   ,    ,   ,TAN,ZG,D, , , , , ;
SID:020,1,AGVIL1,RW20R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1410,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,AGVIL1,RW20R,D063E,ZG,P,C,E   , ,   ,CF, ,SHL,ZG,D, ,      ,2905,0205,1110,0080, ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,1,AGVIL1,RW20R,D063T,ZG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,AGVIL1,RW20R,D158M,ZG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08860,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,AGVIL1,RW20R,CON,ZG,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL108,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,1,AGVIL1,RW20R,SUMIB,ZG,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,1,AGVIL1,RW20R,AGVIL,ZG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AGVIL2,RW21, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1970,    ,+,00500,     ,08860, ,   ,    ,   ,CEN,ZG,D, , , , , ;
SID:020,2,AGVIL2,RW21, , , , ,    , ,   ,CD, ,IFX,ZG,D, ,      ,    ,    ,1670,0067, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AGVIL2,RW21, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1410,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,AGVIL2,RW21,D063E,ZG,P,C,E   , ,   ,CF, ,CEN,ZG,D, ,      ,0630,0051,1110,0090, ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:050,2,AGVIL2,RW21,D063T,ZG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,AGVIL2,RW21,D158M,ZG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08860,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,AGVIL2,RW21,CON,ZG,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL108,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,AGVIL2,RW21,SUMIB,ZG,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,2,AGVIL2,RW21,AGVIL,ZG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AGVIL7,RW19L,DE19L,ZG,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,08860, ,   ,    ,   ,ZGGG,ZG,P,A, , , , ;
SID:020,4,AGVIL7,RW19L, , , , ,    , ,010,VA, , , , , ,      ,    ,    ,1970,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,AGVIL7,RW19L,GG571,ZG,P,C,E   , ,010,CF, ,LMN,ZG,D, ,      ,2550,0640,2450,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:045,4,AGVIL7,RW19L,GG574,ZG,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:050,4,AGVIL7,RW19L,GG575,ZG,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,AGVIL7,RW19L,GG570,ZG,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,AGVIL7,RW19L,AGVIL,ZG,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AGVIL7,RW19R,DE19R,ZG,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,08860, ,   ,    ,   ,ZGGG,ZG,P,A, , , , ;
SID:020,4,AGVIL7,RW19R, , , , ,    , ,010,VA, , , , , ,      ,    ,    ,1970,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,AGVIL7,RW19R,GG571,ZG,P,C,E   , ,010,CF, ,CEN,ZG,D, ,      ,3156,0144,2310,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,AGVIL7,RW19R,GG574,ZG,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:055,4,AGVIL7,RW19R,GG575,ZG,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,AGVIL7,RW19R,GG570,ZG,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,AGVIL7,RW19R,AGVIL,ZG,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AGVIL7,RW21,DER21,ZG,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,08860, ,   ,    ,   ,ZGGG,ZG,P,A, , , , ;
SID:020,4,AGVIL7,RW21, , , , ,    , ,010,VA, , , , , ,      ,    ,    ,1970,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,AGVIL7,RW21, , , , ,    , ,010,VI, , , , , ,      ,    ,    ,1500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,AGVIL7,RW21,GG584,ZG,P,C,E   , ,010,CF, ,LMN,ZG,D, ,      ,2479,0540,1070,0060, ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:050,4,AGVIL7,RW21,GG585,ZG,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,AGVIL7,RW21,GG588,ZG,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:065,4,AGVIL7,RW21,GG589,ZG,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,AGVIL7,RW21,AGVIL,ZG,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AGVIL7, ,AGVIL,ZG,E,A,EEC , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,08860, ,   ,    ,   ,ZGGG,ZG,P,A, , , , ;
SID:010,4,AGVIL8,RW20L,DE20L,ZG,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,08860, ,   ,    ,   ,ZGGG,ZG,P,A, , , , ;
SID:020,4,AGVIL8,RW20L,GG560,ZG,P,C,EE  , ,010,CF, ,CEN,ZG,D, ,      ,3235,0115,2000,0040,+,01970,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AGVIL8,RW20R,GG560,ZG,P,C,EE  , ,010,CF, ,CEN,ZG,D, ,      ,3235,0115,1970,0060,+,01970,     ,08860, ,   ,    ,   ,ZGGG,ZG,P,A, , , , ;
SID:010,5,AGVIL8, ,GG560,ZG,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,08860, ,   ,    ,   ,ZGGG,ZG,P,A, , , , ;
SID:020,5,AGVIL8, ,GG561,ZG,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02960,     ,     , ,   ,    ,   , , , , , , , , ;
